Desired Heading,Current Heading,Heading Difference,Movements,left_weightage,right_weightage
126.70,95.21,31.49,Forward Right tilt,,
128.58,90.32,38.26,Auto:Turning Forward,,
128.58,83.50,45.08,Forward Right tilt,,
128.58,75.00,53.58,Auto:Turning Forward,,
128.58,95.95,32.63,Forward Right tilt,,
128.58,101.77,26.81,Auto:Turning Forward,,
128.58,100.80,27.78,Forward Right tilt,,
128.58,98.89,29.69,Auto:Turning Forward,,
128.58,102.07,26.51,Forward Right tilt,,
128.58,100.78,27.80,Auto:Turning Forward,,
128.58,100.17,28.41,Forward Right tilt,,
128.58,101.00,27.59,Auto:Turning Forward,,
128.58,101.08,27.50,Forward Right tilt,,
128.58,102.00,26.59,Auto:Turning Forward,,
128.58,98.19,30.39,Forward Right tilt,,
128.58,99.18,29.40,Auto:Turning Forward,,
128.58,103.95,24.63,Forward Right tilt,,
128.58,105.03,23.55,Auto:Turning Forward,,
128.58,109.09,19.49,Forward Right tilt,,
128.58,111.99,16.59,Auto:Turning Forward,,
128.58,112.72,15.86,Forward Right tilt,,
128.58,116.33,12.25,Auto:Turning Forward,,
128.58,113.23,15.35,Forward Right tilt,,
128.58,110.96,17.62,Auto:Turning Forward,,
128.58,111.24,17.34,Forward Right tilt,,
128.58,109.57,19.02,Auto:Turning Forward,,
128.58,108.24,20.34,Forward Right tilt,,
128.58,109.04,19.54,Auto:Turning Forward,,
128.58,105.13,23.45,Forward Right tilt,,
128.58,103.47,25.11,Auto:Turning Forward,,
128.58,103.82,24.76,Forward Right tilt,,
128.58,103.52,25.06,Auto:Turning Forward,,
128.58,100.78,27.80,Forward Right tilt,,
128.58,97.92,30.66,Auto:Turning Forward,,
128.58,94.51,34.08,Forward Right tilt,,
128.58,90.16,38.42,Auto:Turning Forward,,
128.58,82.89,45.70,Forward Right tilt,,
128.58,78.05,50.53,Auto:Turning Left,,
137.31,101.61,35.70,Auto:Turning Forward,,
137.31,118.16,19.15,Forward Right tilt,,
137.31,131.33,5.98,Auto:Turning Forward,,
137.31,142.46,-5.15,Forward Right tilt,,
137.31,139.39,-2.08,Auto:Turning Forward,,
137.31,129.19,8.12,Forward Right tilt,,
137.31,127.00,10.31,Auto:Turning Left,,
137.31,117.18,20.13,Auto:Turning Left,,
137.31,109.78,27.53,Auto:Turning Left,,
137.31,106.26,31.05,Auto:Turning Forward,,
137.31,99.56,37.75,Forward Right tilt,,
137.56,91.65,45.91,Auto:Turning Forward,,
137.56,84.64,52.92,Forward Right tilt,,
137.56,103.95,33.61,Auto:Turning Forward,,
137.56,98.62,38.94,Forward Right tilt,,
137.56,96.10,41.46,Auto:Turning Left,,
137.56,92.10,45.46,Auto:Turning Left,,
137.56,92.76,44.80,Auto:Turning Left,,
137.56,90.49,47.07,Auto:Turning Left,,
137.56,89.25,48.31,Auto:Turning Left,,
137.56,93.55,44.00,Auto:Turning Left,,
137.56,95.32,42.23,Auto:Turning Right,,
137.56,94.92,42.64,Auto:Turning Left,,
137.56,101.75,35.81,Auto:Turning Left,,
137.56,102.30,35.25,Auto:Turning Right,,
137.56,107.72,29.84,Auto:Turning Left,,
138.24,111.63,26.62,Auto:Turning Right,,
138.24,112.20,26.04,Auto:Turning Left,,
138.24,114.06,24.18,Auto:Turning Right,,
138.24,110.72,27.52,Auto:Turning Left,,
138.24,109.35,28.90,Auto:Turning Right,,
138.24,108.61,29.63,Auto:Turning Left,,
138.24,105.70,32.54,Auto:Turning Right,,
138.24,106.88,31.36,Auto:Turning Left,,
138.24,106.03,32.21,Auto:Turning Left,,
138.24,106.15,32.10,Auto:Turning Left,,
138.24,101.32,36.92,Auto:Turning Right,,
137.94,98.70,39.24,Auto:Turning Left,,
137.94,94.69,43.25,Auto:Turning Left,,
137.94,91.92,46.02,Auto:Turning Right,,
137.94,86.31,51.63,Auto:Turning Left,,
137.94,112.01,25.93,Auto:Turning Right,,
137.94,114.90,23.04,Auto:Turning Left,,
137.94,119.70,18.24,Auto:Turning Right,,
137.94,126.26,11.68,Auto:Turning Forward,,
137.94,130.76,7.18,Forward Right tilt,,
137.94,131.86,6.08,Auto:Turning Forward,,
137.94,125.18,12.76,Forward Right tilt,,
137.94,123.35,14.59,Auto:Turning Left,,
137.94,121.86,16.08,Auto:Turning Right,,
137.94,119.83,18.11,Auto:Turning Right,,
137.94,123.06,14.88,Auto:Turning Left,,
137.94,123.03,14.91,Auto:Turning Left,,
137.94,123.81,14.13,Auto:Turning Right,,
137.94,121.80,16.14,Auto:Turning Left,,
137.94,119.00,18.94,Auto:Turning Right,,
137.94,116.78,21.16,Auto:Turning Left,,
137.94,115.13,22.81,Auto:Turning Right,,
137.94,115.67,22.27,Auto:Turning Left,,
137.94,114.75,23.19,Auto:Turning Right,,
137.94,113.70,24.24,Auto:Turning Left,,
137.94,111.58,26.36,Auto:Turning Left,,
137.94,111.08,26.86,Auto:Turning Right,,
137.94,108.59,29.35,Auto:Turning Right,,
137.94,105.82,32.12,Auto:Turning Forward,,
137.94,106.64,31.30,Forward Right tilt,,
137.94,103.09,34.85,Auto:Turning Forward,,
137.94,104.85,33.09,Forward Right tilt,,
137.94,109.43,28.51,Auto:Turning Forward,,
137.94,109.62,28.32,Forward Right tilt,,
141.56,105.40,36.16,Auto:Turning Right,,
141.56,105.74,35.82,Auto:Turning Forward,,
141.56,104.12,37.44,Forward Right tilt,,
141.56,99.63,41.93,Auto:Turning Forward,,
141.56,98.75,42.81,Forward Right tilt,,
141.56,96.83,44.73,Auto:Turning Forward,,
141.56,94.72,46.85,Forward Right tilt,,
141.56,92.64,48.92,Auto:Turning Forward,,
141.56,87.92,53.64,Forward Right tilt,,
141.56,112.26,29.30,Auto:Turning Forward,,
141.56,108.91,32.65,Forward Right tilt,,
141.56,109.83,31.73,Auto:Turning Forward,,
141.56,113.28,28.28,Forward Right tilt,,
141.56,113.24,28.32,Auto:Turning Right,,
141.56,107.98,33.58,Auto:Turning Forward,,
142.62,97.67,44.95,Forward Right tilt,,
142.62,79.01,63.61,Auto:Turning Forward,,
142.62,94.98,47.64,Forward Right tilt,,
142.62,91.01,51.61,Auto:Turning Forward,,
142.62,107.18,35.44,Forward Right tilt,,
142.62,111.53,31.09,Auto:Turning Forward,,
142.62,112.62,30.00,Forward Right tilt,,
142.62,114.63,27.99,Auto:Turning Forward,,
142.62,116.15,26.47,Forward Right tilt,,
142.62,115.96,26.66,Auto:Turning Forward,,
142.62,119.62,23.00,Forward Right tilt,,
142.62,120.92,21.70,Auto:Turning Forward,,
142.62,124.14,18.48,Forward Right tilt,,
142.62,130.60,12.02,Auto:Turning Forward,,
142.62,130.94,11.69,Forward Right tilt,,
144.10,133.67,10.43,Auto:Turning Forward,,
144.10,132.91,11.19,Forward Right tilt,,
144.10,141.84,2.26,Auto:Turning Forward,,
144.10,142.38,1.72,Forward Right tilt,,
144.10,140.66,3.43,Auto:Turning Forward,,
144.10,146.70,-2.60,Forward Right tilt,,
144.10,142.04,2.06,Auto:Turning Forward,,
144.10,137.85,6.25,Forward Right tilt,,
144.10,135.65,8.45,Auto:Turning Forward,,
144.10,132.51,11.59,Forward Right tilt,,
144.10,129.49,14.61,Auto:Turning Forward,,
142.76,123.66,19.11,Forward Right tilt,,
142.76,123.64,19.13,Auto:Turning Forward,,
142.76,122.15,20.61,Forward Right tilt,,
142.76,120.95,21.82,Auto:Turning Forward,,
142.76,127.09,15.67,Forward Right tilt,,
142.76,123.81,18.95,Auto:Turning Forward,,
142.76,127.20,15.56,Forward Right tilt,,
142.76,129.49,13.28,Auto:Turning Forward,,
142.76,123.16,19.61,Forward Right tilt,,
142.76,126.21,16.56,Auto:Turning Forward,,
142.76,120.94,21.82,Forward Right tilt,,
143.25,118.15,25.10,Auto:Turning Forward,,
143.25,109.12,34.13,Forward Right tilt,,
143.25,104.51,38.74,Auto:Turning Forward,,
143.25,100.34,42.91,Forward Right tilt,,
143.25,91.71,51.53,Auto:Turning Forward,,
143.25,108.77,34.48,Forward Right tilt,,
143.25,107.42,35.82,Auto:Turning Forward,,
143.25,101.47,41.77,Forward Right tilt,,
143.25,96.75,46.50,Auto:Turning Forward,,
143.25,91.13,52.11,Forward Right tilt,,
143.25,110.97,32.28,Auto:Turning Forward,,
143.25,107.25,36.00,Forward Right tilt,,
143.25,103.85,39.39,Auto:Turning Forward,,
143.25,98.07,45.18,Forward Right tilt,,
143.25,94.09,49.15,Auto:Turning Forward,,
144.26,89.52,54.74,Forward Right tilt,,
144.26,107.28,36.98,Auto:Turning Forward,,
144.26,111.01,33.26,Forward Right tilt,,
144.26,107.87,36.39,Auto:Turning Forward,,
143.97,111.91,32.06,Forward Right tilt,,
143.97,112.43,31.54,Auto:Turning Forward,,
143.97,117.06,26.92,Forward Right tilt,,
143.97,124.40,19.57,Auto:Turning Forward,,
143.97,124.55,19.42,Forward Right tilt,,
143.97,128.96,15.01,Auto:Turning Forward,,
143.97,127.25,16.72,No Obsticle: Moving straight,,
143.97,117.89,26.08,Auto:Turning Forward,,
143.97,117.17,26.80,No Obsticle: Moving straight,,
143.97,109.07,34.91,Auto:Turning Forward,,
143.97,105.64,38.34,No Obsticle: Moving straight,,
143.97,102.50,41.47,Auto:Turning Forward,,
143.97,104.59,39.39,No Obsticle: Moving straight,,
143.97,109.94,34.03,Auto:Turning Forward,,
143.97,113.47,30.50,No Obsticle: Moving straight,,
143.97,120.03,23.94,Auto:Turning Forward,,
143.97,123.25,20.72,No Obsticle: Moving straight,,
143.97,122.41,21.56,Auto:Turning Forward,,
143.97,130.51,13.46,No Obsticle: Moving straight,,
143.97,128.15,15.82,Auto:Turning Forward,,
143.97,125.94,18.03,No Obsticle: Moving straight,,
145.84,124.85,20.99,Auto:Turning Forward,,
145.84,124.97,20.88,No Obsticle: Moving straight,,
145.84,121.16,24.68,Auto:Turning Forward,,
145.84,113.50,32.34,No Obsticle: Moving straight,,
145.84,109.58,36.27,Auto:Turning Forward,,
145.84,99.63,46.22,No Obsticle: Moving straight,,
145.84,97.91,47.93,Auto:Turning Forward,,
146.74,94.28,52.46,No Obsticle: Moving straight,,
146.74,108.18,38.56,Auto:Turning Forward,,
146.74,103.97,42.77,No Obsticle: Moving straight,,
146.74,100.38,46.36,Auto:Turning Forward,,
146.74,99.38,47.36,Forward Right tilt,,
146.74,98.54,48.20,Auto:Turning Forward,,
146.74,93.71,53.03,No Obsticle: Moving straight,,
146.54,110.48,36.06,Auto:Turning Forward,,
146.54,27.69,118.85,No Obsticle: Moving straight,,
146.54,35.46,111.07,Auto:Turning Forward,,
146.54,52.52,94.01,No Obsticle: Moving straight,,
146.54,73.32,73.22,Auto:Turning Forward,,
146.54,91.74,54.79,No Obsticle: Moving straight,,
146.54,109.80,36.74,Auto:Turning Forward,,
146.54,105.34,41.19,No Obsticle: Moving straight,,
146.54,15.79,130.75,Auto:Turning Forward,,
146.54,34.01,112.53,No Obsticle: Moving straight,,
146.54,55.23,91.31,Auto:Turning Forward,,
146.54,78.15,68.38,No Obsticle: Moving straight,,
146.54,96.84,49.69,Auto:Turning Forward,,
146.54,94.78,51.76,No Obsticle: Moving straight,,
146.54,107.75,38.79,Auto:Turning Forward,,
146.54,110.06,36.48,No Obsticle: Moving straight,,
146.54,104.77,41.76,Auto:Turning Forward,,
146.54,102.53,44.00,No Obsticle: Moving straight,,
146.54,98.05,48.49,Auto:Turning Forward,,
146.54,94.84,51.70,No Obsticle: Moving straight,,
146.54,107.98,38.55,Auto:Turning Forward,,
146.54,110.82,35.71,No Obsticle: Moving straight,,
146.54,114.34,32.19,Auto:Turning Forward,,
146.54,122.91,23.63,No Obsticle: Moving straight,,
144.97,128.85,16.12,Auto:Turning Forward,,
144.97,135.07,9.90,No Obsticle: Moving straight,,
144.97,136.68,8.29,Auto:Turning Forward,,
144.97,134.81,10.16,No Obsticle: Moving straight,,
144.97,137.79,7.18,Auto:Turning Forward,,
144.97,141.39,3.57,No Obsticle: Moving straight,,
144.97,148.09,-3.12,Auto:Turning Forward,,
144.97,148.74,-3.77,No Obsticle: Moving straight,,
144.97,149.16,-4.19,Auto:Turning Forward,,
144.97,150.44,-5.47,No Obsticle: Moving straight,,
144.97,150.08,-5.11,Auto:Turning Forward,,
145.04,152.97,-7.92,No Obsticle: Moving straight,,
145.04,149.22,-4.18,Auto:Turning Forward,,
145.04,150.87,-5.82,No Obsticle: Moving straight,,
145.04,150.72,-5.68,Auto:Turning Forward,,
145.04,149.39,-4.34,No Obsticle: Moving straight,,
145.04,150.86,-5.82,Auto:Turning Forward,,
145.04,149.75,-4.71,No Obsticle: Moving straight,,
145.04,149.89,-4.84,Auto:Turning Forward,,
145.04,151.01,-5.96,No Obsticle: Moving straight,,
145.04,150.08,-5.04,Auto:Turning Forward,,
145.04,149.87,-4.83,No Obsticle: Moving straight,,
146.05,150.44,-4.38,Auto:Turning Forward,,
146.05,142.12,3.94,No Obsticle: Moving straight,,
146.05,139.19,6.86,Auto:Turning Forward,,
146.05,139.83,6.22,No Obsticle: Moving straight,,
146.05,145.12,0.94,Auto:Turning Forward,,
146.05,133.71,12.34,No Obsticle: Moving straight,,
146.05,122.86,23.19,Auto:Turning Forward,,
146.05,123.10,22.95,No Obsticle: Moving straight,,
146.05,120.12,25.94,Auto:Turning Forward,,
146.05,119.10,26.96,No Obsticle: Moving straight,,
146.05,116.42,29.63,Auto:Turning Forward,,
145.98,113.95,32.03,No Obsticle: Moving straight,,
145.98,111.78,34.20,Auto:Turning Forward,,
145.98,110.14,35.84,No Obsticle: Moving straight,,
145.98,108.97,37.01,Auto:Turning Forward,,
145.98,107.53,38.45,No Obsticle: Moving straight,,
145.98,109.07,36.91,Auto:Turning Forward,,
145.98,106.28,39.70,No Obsticle: Moving straight,,
145.98,106.28,39.71,Auto:Turning Forward,,
145.98,103.08,42.90,No Obsticle: Moving straight,,
145.98,102.36,43.62,Auto:Turning Forward,,
145.98,105.57,40.41,No Obsticle: Moving straight,,
146.72,103.83,42.89,Auto:Turning Forward,,
146.72,102.78,43.94,Forward Right tilt,,
146.72,107.77,38.95,Auto:Turning Forward,,
146.72,107.07,39.66,Forward Right tilt,,
146.72,109.95,36.77,Auto:Turning Forward,,
146.72,112.15,34.58,Forward Right tilt,,
146.72,112.72,34.01,Auto:Turning Forward,,
146.72,111.71,35.01,Forward Right tilt,,
146.72,111.03,35.70,Auto:Turning Forward,,
146.72,106.78,39.94,Forward Right tilt,,
146.72,96.89,49.84,Auto:Turning Forward,,
146.72,89.40,57.32,Forward Right tilt,,
146.72,110.02,36.70,Auto:Turning Forward,,
146.72,105.18,41.54,Forward Right tilt,,
146.72,92.80,53.92,Auto:Turning Forward,,
147.35,115.79,31.56,Forward Right tilt,,
147.35,107.84,39.51,Auto:Turning Forward,,
147.35,105.03,42.32,Forward Right tilt,,
147.35,101.87,45.47,Auto:Turning Forward,,
147.35,107.61,39.74,Forward Right tilt,,
147.35,114.06,33.28,Auto:Turning Forward,,
147.35,118.94,28.41,Forward Right tilt,,
147.35,119.55,27.79,Auto:Turning Right,,
147.35,118.31,29.03,Auto:Turning Forward,,
147.35,119.47,27.88,Forward Right tilt,,
147.35,114.61,32.74,Auto:Turning Forward,,
148.07,115.75,32.32,Forward Right tilt,,
148.07,115.94,32.12,Auto:Turning Forward,,
148.07,113.50,34.56,Forward Right tilt,,
148.07,111.41,36.66,Auto:Turning Forward,,
148.07,108.26,39.81,Forward Right tilt,,
148.07,110.05,38.02,Auto:Turning Forward,,
148.07,107.05,41.02,Forward Right tilt,,
148.07,106.17,41.90,Auto:Turning Forward,,
148.07,105.91,42.16,Forward Right tilt,,
148.07,104.78,43.29,Auto:Turning Forward,,
148.07,97.97,50.10,Forward Right tilt,,
147.92,123.24,24.68,Auto:Turning Forward,,
147.92,113.95,33.97,Forward Right tilt,,
147.92,110.27,37.65,Auto:Turning Forward,,
147.92,105.12,42.80,Forward Right tilt,,
147.92,101.76,46.16,Auto:Turning Forward,,
147.92,98.47,49.46,Forward Right tilt,,
147.92,96.52,51.40,Auto:Turning Forward,,
147.92,110.24,37.68,Forward Right tilt,,
147.92,112.48,35.44,Auto:Turning Forward,,
147.92,108.59,39.33,Forward Right tilt,,
147.92,111.58,36.34,Auto:Turning Forward,,
147.92,113.29,34.63,Forward Right tilt,,
147.92,120.24,27.68,Auto:Turning Forward,,
147.92,128.29,19.63,Forward Right tilt,,
147.92,131.49,16.43,Auto:Turning Forward,,
148.75,135.13,13.61,Forward Right tilt,,
148.75,134.91,13.84,Auto:Turning Forward,,
148.75,137.28,11.47,Forward Right tilt,,
148.75,134.64,14.11,Auto:Turning Forward,,
148.75,136.09,12.66,Forward Right tilt,,
148.75,134.47,14.27,Auto:Turning Forward,,
148.75,137.16,11.58,Forward Right tilt,,
148.75,138.91,9.84,Auto:Turning Forward,,
148.75,143.46,5.29,Forward Right tilt,,
148.75,148.55,0.20,Auto:Turning Forward,,
148.75,131.61,17.14,Forward Right tilt,,
149.82,114.06,35.75,Auto:Turning Forward,,
149.82,81.65,68.16,Forward Right tilt,,
149.82,136.58,13.23,Auto:Turning Forward,,
149.82,88.37,61.45,Forward Right tilt,,
149.82,137.20,12.62,Auto:Turning Forward,,
149.82,128.18,21.64,Forward Right tilt,,
149.82,142.30,7.52,Auto:Turning Forward,,
149.82,125.97,23.85,Forward Right tilt,,
149.82,114.06,35.75,Auto:Turning Forward,,
149.82,97.94,51.87,Forward Right tilt,,
149.82,132.47,17.35,Auto:Turning Forward,,
149.82,133.63,16.18,No Obsticle: Moving straight,,
149.82,127.82,22.00,Auto:Turning Forward,,
149.82,116.84,32.97,No Obsticle: Moving straight,,
149.82,120.88,28.94,Auto:Turning Forward,,
149.82,116.76,33.06,No Obsticle: Moving straight,,
149.82,118.99,30.83,Auto:Turning Forward,,
149.82,118.51,31.31,No Obsticle: Moving straight,,
149.82,81.53,68.28,Auto:Turning Forward,,
149.82,128.60,21.21,No Obsticle: Moving straight,,
149.82,96.23,53.59,Auto:Turning Forward,,
149.82,129.26,20.56,No Obsticle: Moving straight,,
149.82,133.63,16.18,Auto:Turning Forward,,
149.82,123.81,26.00,No Obsticle: Moving straight,,
149.82,127.00,22.82,Auto:Turning Forward,,
149.82,138.27,11.54,No Obsticle: Moving straight,,
149.82,140.51,9.31,Auto:Turning Forward,,
149.82,159.85,-10.03,No Obsticle: Moving straight,,
149.82,342.87,166.95,Auto:Turning Left,,
149.82,355.36,154.46,Auto:Turning Left,,
149.82,2.98,146.84,Auto:Turning Right,,
149.82,34.90,114.92,Auto:Turning Left,,
149.82,113.06,36.75,Auto:Turning Left,,
149.82,126.51,23.30,Auto:Turning Right,,
149.82,133.68,16.13,Auto:Turning Forward,,
149.82,140.78,9.04,No Obsticle: Moving straight,,
149.82,132.50,17.32,Auto:Turning Forward,,
149.82,149.06,0.76,No Obsticle: Moving straight,,
149.82,150.25,-0.44,Auto:Turning Forward,,
149.82,143.26,6.56,No Obsticle: Moving straight,,
149.82,147.39,2.43,Auto:Turning Right,,
149.82,142.81,7.01,Auto:Turning Left,,
149.82,143.94,5.88,Auto:Turning Right,,
149.82,135.08,14.73,Auto:Turning Left,,
149.82,135.61,14.21,Auto:Turning Right,,
149.82,138.15,11.67,Auto:Turning Left,,
149.82,136.50,13.32,Auto:Turning Right,,
149.82,140.57,9.25,Auto:Turning Left,,
149.82,130.06,19.76,Auto:Turning Right,,
151.11,137.53,13.59,Auto:Turning Left,,
151.11,126.02,25.09,Auto:Turning Right,,
151.11,120.45,30.66,Auto:Turning Forward,,
151.11,109.94,41.17,Forward Right tilt,,
151.11,94.42,56.69,Auto:Turning Right,,
151.11,116.62,34.49,Auto:Turning Forward,,
151.11,127.61,23.51,No Obsticle: Moving straight,,
151.11,110.47,40.64,Auto:Turning Forward,,
151.11,111.16,39.96,No Obsticle: Moving straight,,
151.11,102.59,48.53,Auto:Turning Right,,
151.11,106.45,44.66,Auto:Turning Forward,,
150.97,108.94,42.03,Forward Right tilt,,
150.97,109.32,41.65,Auto:Turning Left,,
150.97,100.80,50.17,Auto:Turning Right,,
150.97,124.34,26.63,Auto:Turning Forward,,
152.07,118.52,33.55,Forward Right tilt,,
152.07,115.86,36.21,Auto:Turning Forward,,
152.07,114.84,37.23,Forward Right tilt,,
152.07,118.49,33.58,Auto:Turning Forward,,
152.07,116.77,35.30,Forward Right tilt,,
152.07,128.01,24.06,Auto:Turning Right,,
152.07,128.42,23.65,Auto:Turning Left,,
152.07,136.24,15.83,Auto:Turning Right,,
152.07,129.02,23.05,Auto:Turning Forward,,
152.07,135.73,16.34,Forward Right tilt,,
152.07,131.57,20.50,Auto:Turning Right,,
151.92,135.97,15.95,Auto:Turning Left,,
151.92,129.67,22.26,Auto:Turning Right,,
151.92,124.27,27.66,Auto:Turning Left,,
151.92,126.51,25.42,Auto:Turning Left,,
151.92,124.22,27.70,Auto:Turning Right,,
151.92,125.84,26.09,Auto:Turning Right,,
151.92,125.51,26.42,Auto:Turning Left,,
151.92,129.49,22.44,Auto:Turning Left,,
151.92,127.31,24.62,Auto:Turning Right,,
151.92,129.40,22.52,Auto:Turning Right,,
151.92,124.01,27.92,Auto:Turning Left,,
151.92,116.60,35.33,Auto:Turning Right,,
151.92,118.23,33.69,Auto:Turning Left,,
151.92,107.89,44.04,Auto:Turning Left,,
151.92,105.89,46.03,Auto:Turning Left,,
151.92,96.63,55.29,Auto:Turning Left,,
151.92,133.11,18.82,Auto:Turning Left,,
151.92,120.37,31.55,Auto:Turning Right,,
151.92,119.38,32.54,Auto:Turning Forward,,
151.92,117.99,33.93,Forward Right tilt,,
151.92,112.52,39.40,Auto:Turning Left,,
151.92,115.42,36.51,Auto:Turning Left,,
151.92,119.59,32.33,Auto:Turning Left,,
151.92,123.18,28.74,Auto:Turning Forward,,
151.92,129.12,22.80,No Obsticle: Moving straight,,
151.92,137.85,14.07,Auto:Turning Forward,,
151.92,139.44,12.49,Forward Right tilt,,
151.92,144.24,7.68,Auto:Turning Left,,
151.92,141.49,10.43,Auto:Turning Right,,
151.92,123.61,28.31,Auto:Turning Forward,,
151.92,106.69,45.24,No Obsticle: Moving straight,,
151.92,99.19,52.73,Auto:Turning Forward,,
151.92,119.06,32.87,No Obsticle: Moving straight,,
151.92,122.99,28.94,Auto:Turning Forward,,
151.92,120.70,31.22,No Obsticle: Moving straight,,
151.92,115.10,36.82,Auto:Turning Forward,,
151.92,118.06,33.86,No Obsticle: Moving straight,,
154.22,116.50,37.72,Auto:Turning Forward,,
154.22,117.12,37.10,No Obsticle: Moving straight,,
154.22,113.71,40.51,Auto:Turning Forward,,
154.22,114.79,39.43,No Obsticle: Moving straight,,
154.22,111.63,42.59,Auto:Turning Forward,,
154.22,112.47,41.75,No Obsticle: Moving straight,,
154.22,107.92,46.30,Auto:Turning Forward,,
154.22,109.83,44.39,No Obsticle: Moving straight,,
154.22,104.73,49.49,Auto:Turning Forward,,
154.22,105.98,48.24,No Obsticle: Moving straight,,
154.22,108.55,45.67,Auto:Turning Forward,,
155.48,108.16,47.32,No Obsticle: Moving straight,,
155.48,110.92,44.55,Auto:Turning Forward,,
155.48,111.79,43.69,No Obsticle: Moving straight,,
155.48,113.36,42.12,Auto:Turning Forward,,
155.48,117.99,37.48,No Obsticle: Moving straight,,
155.48,117.33,38.14,Auto:Turning Forward,,
155.48,114.82,40.66,No Obsticle: Moving straight,,
155.48,111.67,43.81,Auto:Turning Forward,,
155.48,30.00,125.48,No Obsticle: Moving straight,,
155.48,47.48,108.00,Auto:Turning Forward,,
155.48,63.84,91.64,No Obsticle: Moving straight,,
155.48,71.19,84.29,Auto:Turning Forward,,
155.48,91.82,63.66,No Obsticle: Moving straight,,
155.48,99.11,56.37,Auto:Turning Forward,,
155.48,109.52,45.96,No Obsticle: Moving straight,,
155.48,111.03,44.45,Auto:Turning Forward,,
155.48,108.82,46.66,No Obsticle: Moving straight,,
155.48,298.62,-143.15,Auto:Turning Forward,,
155.48,296.97,-141.49,No Obsticle: Moving straight,,
155.48,288.87,-133.39,Auto:Turning Forward,,
155.35,282.12,-126.78,No Obsticle: Moving straight,,
155.35,276.81,-121.47,Auto:Turning Forward,,
155.35,271.25,-115.91,No Obsticle: Moving straight,,
155.35,263.63,-108.28,Auto:Turning Forward,,
155.35,256.61,-101.27,No Obsticle: Moving straight,,
155.35,247.35,-92.00,Auto:Turning Forward,,
155.35,241.99,-86.64,No Obsticle: Moving straight,,
155.35,231.35,-76.00,Auto:Turning Forward,,
155.35,226.86,-71.52,No Obsticle: Moving straight,,
155.35,218.05,-62.71,Auto:Turning Forward,,
155.35,206.73,-51.39,No Obsticle: Moving straight,,
155.35,194.42,-39.08,Auto:Turning Forward,,
155.35,192.27,-36.92,No Obsticle: Moving straight,,
155.35,192.73,-37.39,Auto:Turning Forward,,
155.35,198.32,-42.98,No Obsticle: Moving straight,,
155.35,198.44,-43.09,Auto:Turning Forward,,
155.35,198.28,-42.94,Auto:Stop,,
155.35,203.20,-47.86,Auto:Backwards,,
155.35,203.36,-48.01,Auto:Turning Left,,
155.35,204.70,-49.35,Auto:Turning Forward,,
155.35,205.00,-49.66,No Obsticle: Moving straight,,
155.35,202.51,-47.17,Auto:Turning Right,,
155.35,204.50,-49.15,Auto:Turning Right,,
155.35,202.12,-46.78,Auto:Turning Forward,,
155.35,202.58,-47.23,No Obsticle: Moving straight,,
155.35,198.85,-43.50,Auto:Turning Forward,,
155.35,200.74,-45.40,No Obsticle: Moving straight,,
155.35,204.38,-49.04,Auto:Turning Forward,,
155.35,201.52,-46.17,No Obsticle: Moving straight,,
155.35,203.32,-47.98,Auto:Turning Right,,
155.35,200.44,-45.09,Auto:Turning Forward,,
155.35,198.31,-42.97,No Obsticle: Moving straight,,
155.35,200.32,-44.97,Auto:Turning Forward,,
155.35,197.71,-42.37,No Obsticle: Moving straight,,
155.35,199.02,-43.68,Auto:Turning Forward,,
155.35,194.24,-38.89,No Obsticle: Moving straight,,
155.35,197.26,-41.92,Auto:Turning Right,,
155.35,198.18,-42.84,Auto:Turning Forward,,
155.35,198.14,-42.80,No Obsticle: Moving straight,,
155.35,200.98,-45.63,Auto:Turning Forward,,
155.35,204.86,-49.51,No Obsticle: Moving straight,,
155.35,202.76,-47.42,Auto:Turning Forward,,
155.35,203.85,-48.50,No Obsticle: Moving straight,,
155.35,203.41,-48.07,Auto:Turning Forward,,
155.35,209.01,-53.66,No Obsticle: Moving straight,,
155.35,204.85,-49.50,Auto:Turning Forward,,
155.35,201.38,-46.04,No Obsticle: Moving straight,,
155.35,200.80,-45.45,Auto:Turning Forward,,
155.35,202.67,-47.32,No Obsticle: Moving straight,,
155.21,201.21,-46.00,Auto:Turning Forward,,
155.21,202.66,-47.44,Forward left tilt,,
155.21,201.26,-46.05,Auto:Turning Forward,,
155.21,199.89,-44.68,Forward left tilt,,
155.21,195.90,-40.69,Auto:Turning Forward,,
155.21,196.50,-41.29,Forward left tilt,,
155.21,197.20,-41.99,Auto:Turning Forward,,
153.67,197.35,-43.68,No Obsticle: Moving straight,,
153.67,197.69,-44.02,Auto:Turning Forward,,
153.67,197.11,-43.43,No Obsticle: Moving straight,,
153.67,195.07,-41.40,Auto:Turning Forward,,
153.67,186.72,-33.05,Forward left tilt,,
153.67,160.69,-7.01,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,No Obsticle: Moving straight,,
,,,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Forward,,
,,,Forward left tilt,,
,,,Auto:Turning Forward,,
